Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
KINEPOLIS GROUP,BE0974274061,Euronext Brussels,Compartment A,Belgium,KIN.BR,Entertainment,Communication Services,,0.361,2.05,1.77,15.545977,10.403846,40815.0,723550016.0,EUR,1369666048.0,0.07975,7.477,3.617761,1.74,2.6,58662000.0,2.188,703180032.0,593294976.0,22.132,0.05268,0.24715,145606000.0,0.087019995
KITRON,NO0003079709,Oslo Bors,Compartment B,Norway,KIT.OL,Electronic Components,Technology,,0.874,0.73,2.07,40.8,21.410192,1462084.0,22307651584.0,NOK,20694499328.0,0.05933,16.462877,6.195758,2.5,4.7640862,145800000.0,0.678,114300000.0,738300032.0,3.708,0.06215,0.17083,249500000.0,0.09666
KKO INTERNATIONAL,FR0013374667,Euronext Growth Paris,Euronext Growth,France,ALKKO.PA,Farm Products,Consumer Defensive,,-0.752,,,Infinity,,549064.0,14663102.0,EUR,22597534.0,0.02953,0.066,1.3636364,0.0,,403812.0,0.002,7294255.0,15172353.0,0.09,-0.00927,0.04874,1865723.0,-0.026500002
KLARSEN,FR0011038348,Euronext Growth Paris,Euronext Growth,France,ALKLA.PA,Advertising Agencies,Communication Services,,0.971,,,,,2112.0,4071313.0,EUR,4750014.0,-0.022820001,0.474,2.3839662,-0.05,,155115.0,0.047,1163335.0,5740183.0,1.732,0.043130003,-0.08078,-333319.0,0.37932998
KLAVENESS COMBINATION CARRIERS,NO0010833262,Oslo Bors,Compartment B,Norway,KCC.OL,Marine Shipping,Industrials,,0.171,3.99,10.35,16.722847,8.341255,39992.0,5294610944.0,NOK,5511687680.0,0.14013,58.753555,1.5199081,5.34,10.705823,52047000.0,0.878,269124000.0,238455008.0,4.019,0.04405,0.09206,86070000.0,0.21305001
KLEA HOLDING,FR0013481835,Euronext Growth Paris,Euronext Growth,France,ALKLH.PA,Diagnostics & Research,Healthcare,,-0.911,,,24.400002,,354069.0,74922480.0,EUR,76804496.0,0.118879996,0.089,2.741573,0.01,,3290000.0,0.011,5061000.0,20861000.0,0.068,0.05414,0.09137,9558000.0,0.15589
KMC PROPERTIES ASA,NO0013637181,Oslo Bors,Compartment B,Norway,NO0013637181.SG,,,,,,,,,,,EUR,,,,,,,,,,,,,,,
KME GROUP,IT0004552359,Euronext Milan,Compartment B,Italy,KME.MI,Copper,Basic Materials,,0.652,,2.91,,,428.0,254780832.0,EUR,286156832.0,-0.03562,0.826,1.0605327,-0.28,,106233000.0,0.459,138680000.0,1822808064.0,6.223,-0.00493,-0.25651,264559008.0,-0.00324
KOMPLETT ASA,NO0011016040,Oslo Bors,Compartment C,Norway,KOMPL.OL,Internet Retail,Consumer Cyclical,,1.798,,,,11.136363,107721.0,2147929344.0,NOK,2631929344.0,-0.041840002,11.766,1.0411355,-3.76,1.1,814000000.0,4.642,1298000000.0,15774999552.0,89.967,-0.0014,-0.28424,1163000064.0,0.0191
KONGSBERG AUTOMOTIVE,NO0003033102,Oslo Bors,Compartment B,Norway,KOA.OL,Auto Parts,Consumer Cyclical,3,0.709,,,,16.986229,1307390.0,2040095872.0,NOK,2143954560.0,-0.021710001,2.4243279,0.9054056,-0.23,0.12922232,79500000.0,0.086,197300000.0,727900032.0,0.758,-0.00065,-0.08186,404100000.0,0.03926
Koninklijke BAM Groep N.V.,NL0000337319,Euronext Amsterdam,Compartment B,Netherlands,BAMNB.AS,Engineering & Construction,Industrials,,0.595,2.55,2.64,24.219513,10.366643,1072182.0,2579057664.0,EUR,2397312768.0,0.019270001,3.404,2.9171565,0.41,0.95788,500600000.0,1.923,347400000.0,6685551104.0,25.532,0.029949998,0.11884,1859992960.0,0.028670002
KONINKLIJKE PORCELEYNE FLES,NL0000378669,Euronext Amsterdam,Compartment C,Netherlands,PORF.AS,Household & Personal Products,Consumer Defensive,,0.182,4.07,,42.647057,,819.0,14404836.0,EUR,31737414.0,0.03625,16.636,0.8716038,0.34,,455000.0,0.439,16356000.0,9849000.0,10.788,0.01672,0.02289,8637000.0,0.15511
KRAFT BANK ASA,NO0010815103,Euronext Growth Oslo,Euronext Growth,Norway,KRAB.OL,Banks - Regional,Financial Services,,0.391,,,9.419355,8.111112,32260.0,608083776.0,NOK,558537984.0,0.34347,12.069,1.2097108,1.55,1.8,102345000.0,2.437,47683000.0,189360992.0,4.509,0.014780001,0.1349,189360992.0,0.49887002
KRUSO KAPITAL,IT0005573800,Euronext Growth Milan,Euronext Growth,Italy,KK.MI,Credit Services,Financial Services,,-0.012,,,4.5555553,3.9518073,17100.0,40359736.0,EUR,,0.24595,2.264,0.7243816,0.36,0.415,8463000.0,,134688000.0,35682000.0,,0.041840002,0.16295,35682000.0,0.56512
KUMULUS VAPE,FR0013419876,Euronext Growth Paris,Euronext Growth,France,FR0013419876.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
L.D.C.,FR001400SF56,Euronext Paris,Compartment A,France,LOUP.PA,Farm Products,Consumer Defensive,,0.472,1.65,1.93,12.743243,10.340298,1822.0,3275272192.0,EUR,3215162368.0,0.03777,68.461,1.3774266,7.4,9.11966,797718976.0,22.968,724049984.0,6788779008.0,196.057,0.04917,0.11326,2121339008.0,0.051939998
LABORATOIRES EUROMEDIS,FR0000075343,Euronext Growth Paris,Euronext Growth,France,ALEMG.PA,Medical Distribution,Healthcare,,0.561,,1.14,11.868422,10.333372,5463.0,12873268.0,EUR,5103999.0,-0.14191,5.796,0.7781229,0.38,0.43645,16105000.0,5.662,8410000.0,38594140.0,12.638,0.01324,-0.28348,1480590.0,-0.00259
LABORATORIO FARMACEUTICO ERFO,IT0005497885,Euronext Growth Milan,Euronext Growth,Italy,ERFO.MI,Packaged Foods,Consumer Defensive,,1.367,,,27.6,,72000.0,11761740.0,EUR,12411511.0,0.04729,0.93,1.483871,0.05,,1044957.0,0.123,1468527.0,7898757.0,0.927,0.046690002,0.06821,3155789.0,0.14682001
LACROIX GROUP,FR0000066607,Euronext Paris,Compartment C,France,LACR.PA,Scientific & Technical Instruments,Technology,,1.165,,2.63,,5.3149805,2137.0,64341188.0,EUR,174786368.0,-0.068330005,23.603,0.5804347,-3.74,2.57762,35865000.0,7.637,143216000.0,586883008.0,125.149,-0.024500001,-0.23061001,180452000.0,0.04681
L'AGENCE AUTOMOBILIERE S.A.,FR0014005WE9,Euronext Access Paris,Euronext Access,France,MLAA.PA,Auto & Truck Dealerships,Consumer Cyclical,,,,,,,48.0,2320000.0,EUR,,0.0,,,-0.03,,,,,,,,,,0.0
LANDI RENZO,IT0005619843,Euronext Milan,Compartment C,Italy,LNDR.MI,Auto Parts,Consumer Cyclical,,1.039,,,,-4.764913,14411.0,38930936.0,EUR,151951504.0,-0.11825,2.426,0.37304202,-1.47,-0.18993,15400000.0,0.684,143722000.0,279932000.0,12.44,-0.039100002,-0.51533,52554000.0,-0.09828
LANSON-BCC,FR0004027068,Euronext Growth Paris,Euronext Growth,France,ALLAN.PA,Beverages - Wineries & Distilleries,Consumer Defensive,,0.181,3.0,1.39,9.11043,7.640029,180.0,196945008.0,EUR,735152384.0,0.084630005,56.268,0.5278311,3.26,3.88742,5466000.0,0.824,543593024.0,259691008.0,39.145,0.02945,0.06038,119441000.0,0.11833999
LARGO,FR0013308582,Euronext Growth Paris,Euronext Growth,France,ALLGO.PA,Electronics & Computer Distribution,Technology,,0.253,,,,-8.31579,456.0,6670589.0,EUR,10992790.0,-0.06301,0.246,6.4227643,-0.73,-0.19,3882000.0,0.916,8180000.0,33781312.0,7.973,-0.0992,-1.46304,3201543.0,-0.12054
LATECOERE,FR001400JY13,Euronext Paris,Compartment B,France,LAT.PA,Aerospace & Defense,Industrials,,-0.005,,5.01,,,5543581.0,220849856.0,EUR,442649088.0,-0.02469,0.008,2.175,-0.0,0.0,40822000.0,0.003,252471008.0,731257024.0,0.059,0.01045,-0.17245,308884000.0,0.0094
LAURENT-PERRIER,FR0006864484,Euronext Paris,Compartment B,France,LPE.PA,Beverages - Wineries & Distilleries,Consumer Defensive,,0.01,2.36,1.53,11.51436,10.08091,428.0,516746304.0,EUR,751883072.0,0.1525,109.293,0.807005,7.66,8.74921,44740000.0,7.636,276360000.0,296449984.0,50.413,0.04086,0.07249,169410000.0,0.27594
LAVIDE HOLDING,NL0010545679,Euronext Amsterdam,Compartment C,Netherlands,LVIDE.AS,Shell Companies,Financial Services,,0.208,,,,,2159.0,4194154.0,EUR,3920456.0,0.0,0.014,34.357143,-0.11,,713698.0,0.082,440000.0,,,,,,0.0
LEBON,FR0000121295,Euronext Growth Paris,Euronext Growth,France,ALBON.PA,Asset Management,Financial Services,,0.542,3.02,7.28,178.2143,15.608139,488.0,112592864.0,EUR,260272640.0,0.00564,151.204,0.6600355,0.56,6.3941,15233000.0,13.459,158988000.0,114043000.0,100.659,0.0074299998,-0.0186,71376000.0,0.081520006
LECTRA,FR0000065484,Euronext Paris,Compartment A,France,LSS.PA,Software - Application,Technology,2,0.906,2.03,1.26,28.647058,16.308352,17100.0,740725120.0,EUR,811208576.0,0.05124,9.069,2.1479764,0.68,1.19448,65065000.0,1.711,111751000.0,506734016.0,13.353,0.027509999,0.069699995,369262016.0,0.06435
LEMON SISTEMI,IT0005573438,Euronext Growth Milan,Euronext Growth,Italy,LS.MI,Solar,Technology,,-0.009,,,13.681818,4.894309,29000.0,12980738.0,EUR,15511394.0,0.09494001,0.898,1.6759466,0.11,0.3075,349732.0,0.041,2930429.0,9862210.0,1.148,0.04393,0.12971,5119900.0,0.29281
LEONE FILM GROUP,IT0004973696,Euronext Growth Milan,Euronext Growth,Italy,LFG.MI,Entertainment,Communication Services,,0.427,,,,13.200001,300.0,18599592.0,EUR,83656592.0,-0.16363001,2.828,0.46676096,-0.49,0.1,7558000.0,0.536,72615000.0,41765000.0,2.964,-0.00225,-0.15796,46951000.0,0.12887
LEPERMISLIBRE S.A.,FR001400F2Z1,Euronext Growth Paris,Euronext Growth,France,ALLPL.PA,Personal Services,Consumer Cyclical,,0.321,,,,,282500.0,1882013.0,EUR,2597061.0,-0.25531998,-0.196,-0.46683675,-0.19,,560497.0,0.046,2004722.0,10453670.0,0.861,-0.21336001,,-1058367.0,-0.22292
LES HOTELS BAVEREZ,FR0007080254,Euronext Growth Paris,Euronext Growth,France,ALLHB.PA,Lodging,Consumer Cyclical,,0.051,0.41,0.4,28.100777,,400.0,172003936.0,EUR,156386608.0,0.111219995,19.835,3.6551552,2.58,,29400922.0,12.393,13783607.0,38217328.0,16.109,0.06111,0.09386,10861877.0,0.04284
LEXIBOOK LINGUIST.,FR0000033599,Euronext Growth Paris,Euronext Growth,France,ALLEX.PA,Leisure,Consumer Cyclical,,1.805,,,6.409091,8.952381,112.0,43785124.0,EUR,,0.08590999,3.143,1.7944639,0.88,0.63,,,,79812744.0,9.534,,,47852796.0,0.0767
LHYFE S.A.,FR0014009YQ1,Euronext Paris,Compartment B,France,LHYFE.PA,Specialty Chemicals,Basic Materials,,1.296,,,,-4.938319,45165.0,122563568.0,EUR,146480192.0,0.0,1.063,2.3988712,-0.77,-0.51637,65401000.0,1.366,89944000.0,8066000.0,0.169,-0.09762,-0.5373,5716000.0,-4.05906
LIFECARE ASA,NO0013355859,Oslo Bors,Compartment C,Norway,LIFE.OL,Medical Devices,Healthcare,,-0.594,,,,-0.11327883,3310503.0,79863064.0,NOK,47179060.0,0.0,-0.316,-1.3227848,-2.73,-3.69001,6035000.0,0.317,45892000.0,1825000.0,0.115,-0.83908,-3.1993601,1825000.0,-122.679695
LIGHTON,FR0013230950,Euronext Growth Paris,Euronext Growth,France,ALTAI.PA,Software - Infrastructure,Technology,,,,,,-6.510989,5900.0,38044220.0,EUR,29423742.0,-1.7138699,1.213,4.8845835,-0.99,-0.91,8896000.0,1.385,115000.0,3736000.0,0.649,,,-6100000.0,-1.8524699
LINDBERGH,IT0005469272,Euronext Growth Milan,Euronext Growth,Italy,LDB.MI,Integrated Freight & Logistics,Industrials,,0.592,,,36.090908,26.466665,1250.0,75434920.0,EUR,79965968.0,0.01915,1.008,7.876984,0.22,0.3,3067698.0,0.322,7540459.0,29397776.0,3.081,0.0653,0.24160999,5898810.0,0.10167
LINEDATA SERVICES,FR0004156297,Euronext Paris,Compartment B,France,LIN.PA,Software - Application,Technology,9,0.237,4.24,3.04,13.666667,7.414239,174.0,200996512.0,EUR,268572544.0,0.14179,23.618,1.7359641,3.0,5.5299,24570000.0,4.988,89711000.0,180604992.0,36.943,0.07261,0.21632999,58494000.0,0.13836001
LINK MOBILITY GROUP HOLDING,NO0010894231,Oslo Bors,Compartment B,Norway,LINK.OL,Telecom Services,Communication Services,,1.426,,,73.57143,11.303155,3635181.0,6083821056.0,NOK,7791438336.0,0.01195,18.869,1.0917379,0.28,1.8225,1032211968.0,3.389,2671517952.0,7083090944.0,23.155,0.024249999,0.01567,1148845952.0,0.05035
LISI,FR0000050353,Euronext Paris,Compartment A,France,FII.PA,Aerospace & Defense,Industrials,8,1.151,0.63,1.53,46.518517,24.109985,16479.0,2871013376.0,EUR,3397130496.0,0.03254,21.383,2.9369125,1.35,2.60473,255248000.0,5.583,774924032.0,1934212992.0,42.383,0.04388,0.0645,952276992.0,0.094799995
LITIX,IT0005600801,Euronext Growth Milan,Euronext Growth,Italy,LTX.MI,Specialty Industrial Machinery,Industrials,,,,,,,2000.0,5403096.0,EUR,5931287.0,-0.0298,0.632,1.278481,-0.02,,312817.0,0.047,808244.0,4533580.0,0.919,,,2010278.0,-0.00666
LLEIDA,ES0105089009,Euronext Growth Paris,Euronext Growth,Spain,ES0105089009.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
LNA SANTE,FR0004170017,Euronext Paris,Compartment B,France,LNA.PA,Medical Care Facilities,Healthcare,7,0.603,2.47,1.7,12.008928,9.499292,1974.0,275860704.0,EUR,1120410880.0,0.02405,31.078,0.86556405,2.24,2.83179,67996000.0,6.626,903004992.0,863424000.0,84.298,0.027290002,0.06869,265267008.0,0.07369
LOCASYSTEM INTL,FR0004155208,Euronext Access Paris,Euronext Access,France,MLLOI.PA,Information Technology Services,Technology,,-0.376172,11.3,,,,37.0,5063873.0,EUR,6688847.0,-0.91962,11.555,1.1596711,-3.52,,,,,264864.0,0.701,-0.02378,-0.034649998,-272228.0,-1.13088
LOGIC INSTRUMENT,FR0000044943,Euronext Growth Paris,Euronext Growth,France,ALLOG.PA,Computer Hardware,Technology,,0.578,,,9.888888,7.12,21572.0,19584944.0,EUR,15543962.0,0.04934,0.879,2.0250285,0.18,0.25,4961794.0,0.546,4344107.0,32643724.0,3.595,0.06387,0.23175,5972802.0,0.07967
LOKOTECH GROUP AS,NO0010921299,Euronext Growth Oslo,Euronext Growth,Norway,LOKO.OL,Software - Infrastructure,Technology,,0.085,,,,,942780.0,427160736.0,NOK,377638112.0,0.0,0.217,3.124424,-0.07,,54657916.0,0.087,0.0,8936064.0,0.014,-0.16979,-0.31896,-5555445.0,-3.48964
LOMBARD ET MEDOT,FR0006205019,Euronext Access Paris,Euronext Access,France,MLCAC.PA,Beverages - Wineries & Distilleries,Consumer Defensive,,0.342627,,,100.71429,,6.0,6895450.0,EUR,6112975.0,0.00419,28.024,0.50314015,0.14,,,,,43058560.0,88.047,0.02162,0.01119,4540796.0,0.043130003
LONGINO&CARDENAL,IT0005337073,Euronext Growth Milan,Euronext Growth,Italy,LON.MI,Food Distribution,Consumer Defensive,,0.152,,,,8.2,1500.0,5125000.0,EUR,10004579.0,-0.03979,0.534,1.5355805,-0.24,0.1,1576634.0,0.252,7609005.0,37092624.0,5.935,-0.0152900005,-0.51459,5970914.0,-0.03413
LOUIS HACHETTE GROUP,FR001400TL40,Euronext Growth Paris,Euronext Growth,France,ALHG.PA,Specialty Business Services,Industrials,,,3.57,,42.7,15.598173,1610576.0,1693684608.0,EUR,6866880512.0,0.00415,2.238,0.7631814,0.04,0.1095,398000000.0,0.401,5040999936.0,9402000384.0,9.478,0.02441,0.03618,5107999744.0,0.03461
LUCIBEL,FR0014013HG9,Euronext Growth Paris,Euronext Growth,France,ALUCI.PA,Electrical Equipment & Parts,Industrials,,0.041,,,,40.833332,2057.0,1632435.0,EUR,4076065.0,-0.30715,-4.313,-1.7041502,-12.09,0.18,232000.0,1.403,3093000.0,6251000.0,41.017,-0.21365999,-2.61402,2220000.0,-0.19344999
LUCISANO MEDIA GROUP,IT0004522162,Euronext Growth Milan,Euronext Growth,Italy,LMG.MI,Entertainment,Communication Services,,0.301,3.42,,2.897436,3.2011333,33600.0,16786648.0,EUR,45072648.0,0.11101,3.545,0.31875882,0.39,0.353,8429000.0,0.567,36679000.0,50988000.0,3.436,0.049510002,0.112749994,32819000.0,0.18986
LUMI GRUPPEN AS,NO0010927288,Euronext Growth Oslo,Euronext Growth,Norway,LUMI.OL,Education & Training Services,Consumer Defensive,,0.472,,,37.4,18.15534,704.0,1081624192.0,NOK,1528502144.0,0.03748,8.615,2.1706328,0.5,1.03,45342000.0,0.784,492220000.0,473608000.0,8.187,0.034879997,0.03627,229328000.0,0.11812
LUMIBIRD,FR0000038242,Euronext Paris,Compartment B,France,LBIRD.PA,Diagnostics & Research,Healthcare,10,0.912,,,47.083336,21.523811,18410.0,497687264.0,EUR,592145280.0,0.04896,8.902,2.5387552,0.48,1.05,71393000.0,3.242,165851008.0,219096992.0,9.949,0.03364,0.055069998,142698000.0,0.08853
LUVE,IT0005107492,Euronext Milan,Compartment B,Italy,LUVE.MI,Building Products & Equipment,Industrials,9,0.777,1.06,1.44,25.124224,19.338152,27534.0,898246464.0,EUR,1008943488.0,0.06067,11.822,3.421587,1.61,2.09172,365795008.0,16.473,469544000.0,590496000.0,26.58,0.03727,0.14527,227144000.0,0.09954
LYTIX BIOPHARMA AS,NO0010405780,Euronext Growth Oslo,Euronext Growth,Norway,NO0010405780.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
M VEST WATER AS,NO0010976343,Euronext Growth Oslo,Euronext Growth,Norway,MVW.OL,Pollution & Treatment Controls,Industrials,,,,,,43.285713,15752.0,213891728.0,NOK,,-0.71851,0.988,6.133603,-0.67,0.14,,,8091000.0,26523000.0,0.811,-0.23989001,-0.60859,15562000.0,-0.65488
MAAT PHARMA,FR0012634822,Euronext Paris,Compartment C,France,MAAT.PA,Biotechnology,Healthcare,,0.218,,,,-2.2846754,87110.0,143815936.0,EUR,114824928.0,0.0,0.549,13.91621,-2.15,-3.34402,15038000.0,0.995,14405000.0,3922000.0,0.27,-0.38102,-1.8364301,2055000.0,-6.07705
MACOMPTA.FR,FR001400NQB6,Euronext Access Paris,Euronext Access,France,MLMCA.PA,Software - Application,Technology,,,2.1,,19.642857,,50.0,16558272.0,EUR,,0.0,,,0.28,,,,,,,,,,0.0
MAGILLEM DESIGN SERVICES,FR0010827741,Euronext Access Paris,Euronext Access,France,MLMGL.PA,Software - Application,Technology,,0.532849,3.44,,2.28,,102.0,,EUR,5387162.0,0.07713,3.715,0.92059225,1.5,,,,,8661000.0,19.453,,,5885000.0,0.06142
MAGIS,IT0005525347,Euronext Growth Milan,Euronext Growth,Italy,MGS.MI,Specialty Chemicals,Basic Materials,,0.677,9.2,,9.708738,12.562972,1382.0,58014800.0,EUR,55544840.0,0.10122,7.533,1.3274924,1.03,0.79599,11516918.0,1.979,8879600.0,81815768.0,15.337,0.111619994,0.21285,25553860.0,0.06282
MAGNORA,NO0010187032,Oslo Bors,Compartment B,Norway,MGN.OL,Utilities - Renewable,Utilities,,0.288,3.61,,,5.821243,55590.0,1361375360.0,NOK,1162075520.0,-0.24031,5.701,3.7361863,-0.17,3.6590123,192600000.0,3.013,600000.0,51600000.0,0.792,-0.08182,-0.061350003,53200000.0,-53.4
MAIRE,IT0004931058,Euronext Milan,Compartment A,Italy,MAIRE.MI,Engineering & Construction,Industrials,9,0.95,2.27,,20.538464,17.29312,988780.0,5236683264.0,EUR,5027126784.0,0.03686,1.97,8.13198,0.78,0.92638,1221902976.0,3.733,957249024.0,6909012992.0,21.102,0.02636,0.42023998,1337915008.0,0.04713
MAISON POMMERY & ASSOCIES,FR0000062796,Euronext Paris,Compartment C,France,POMRY.PA,Beverages - Wineries & Distilleries,Consumer Defensive,,0.266,7.08,3.8,75.0,38.793106,17304.0,99978472.0,EUR,864676544.0,0.00459,44.06,0.25533363,0.15,0.29,7674000.0,0.864,766931008.0,303779008.0,34.193,0.01578,0.00319,87067000.0,0.12542
MAISONS DU MONDE,FR0013153541,Euronext Paris,Compartment B,France,MDM.PA,Home Improvement Retail,Consumer Cyclical,4,1.075,,,,-3.059978,18297.0,55084500.0,EUR,705529600.0,-0.16975,10.43,0.13691275,-4.32,-0.46667,96299000.0,2.501,746131968.0,981102016.0,25.547,-0.00983,-0.33783,621307008.0,-0.05293
MAKING SCIENCE GROUP S.A.,ES0105463006,Euronext Growth Paris,Euronext Growth,Spain,ES0105463006.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
MALIN CORPORATION PLC,IE00BVGC3741,Euronext Growth Dublin,Euronext Growth,Ireland,MLC.IR,Drug Manufacturers - Specialty & Generic,Healthcare,7,0.497,,,Infinity,-63.333332,28.0,32878876.0,EUR,81458480.0,0.0,10.228,0.74305826,0.0,-0.12,62100000.0,3.288,0.0,,,-0.00992,0.0,,0.0
MALTERIES FCO-BEL.,FR0000030074,Euronext Paris,Compartment B,France,MALT.PA,Beverages - Brewers,Consumer Defensive,,0.583,0.42,1.51,12.535005,,10.0,466224960.0,EUR,387487968.0,0.27915,680.066,1.3822188,74.99,,80403000.0,162.108,1666000.0,132521000.0,267.188,0.01085,0.1153,13226000.0,0.0365
MANITOU BF,FR0000038606,Euronext Paris,Compartment B,France,MTU.PA,Farm & Heavy Construction Machinery,Industrials,9,1.398,5.51,2.53,12.116402,8.171275,9753.0,876342144.0,EUR,1213632768.0,0.02884,24.442,0.9369119,1.89,2.8025,53724000.0,1.404,390915008.0,2523757056.0,65.755,0.04097,0.07793,443664000.0,0.05093
MAPS,IT0005364333,Euronext Growth Milan,Euronext Growth,Italy,MAPS.MI,Software - Application,Technology,,0.498,,,19.428572,8.947369,3700.0,35612120.0,EUR,,0.060310002,1.157,2.3509076,0.14,0.304,4433750.0,,15441094.0,31150456.0,,0.03502,0.07379,7127336.0,0.08438
MARE ENGINEERING GROUP,IT0005588626,Euronext Growth Milan,Euronext Growth,Italy,MARE.MI,Engineering & Construction,Industrials,,,0.46,,,7.848101,20939.0,71460048.0,EUR,107119520.0,-0.01544,2.668,1.3943028,-0.04,0.474,10592555.0,0.575,45607272.0,39672216.0,2.155,0.01363,-0.01051,15922144.0,-0.04476
MARE NOSTRUM,FR0013400835,Euronext Growth Paris,Euronext Growth,France,ALMAR.PA,Staffing & Employment Services,Industrials,,0.3,,,,,17195.0,3283440.0,EUR,15670034.0,-0.08306,-2.44,-0.19262294,-1.2,,9872000.0,1.303,21354000.0,109670000.0,14.478,-0.04126,,26488000.0,-0.053629998
MARIE BRIZARD WINE AND SPIRITS,FR0000060873,Euronext Paris,Compartment B,France,MBWS.PA,Beverages - Wineries & Distilleries,Consumer Defensive,,-0.379,,,55.8,39.857143,5395.0,312076352.0,EUR,268395568.0,0.031889997,1.92,1.453125,0.05,0.07,50726000.0,0.453,6923000.0,180080992.0,1.61,0.014880001,0.027090002,71103000.0,0.03457
MARKBASS,IT0005670960,Euronext Growth Milan,Euronext Growth,Italy,MARK.MI,Leisure,Consumer Cyclical,,,,,23.055555,,28000.0,21762600.0,EUR,,0.04543,,,0.09,,1004333.0,,5276911.0,13231050.0,,,,3685809.0,0.049650002
MARR,IT0003428445,Euronext Milan,Compartment B,Italy,MARR.MI,Food Distribution,Consumer Defensive,8,0.716,6.3,3.39,16.672415,13.246031,189301.0,618131712.0,EUR,870518400.0,0.01771,5.185,1.8649952,0.58,0.73003,210720000.0,3.312,466084992.0,2076739968.0,32.367,0.032509997,0.10963,430878016.0,0.046550002
"Martifer, SGPS, SA",PTMFR0AM0003,Euronext Lisbon,Compartment C,Portugal,MAR.LS,Engineering & Construction,Industrials,,0.635,4.8,,12.55,,1095.0,245438064.0,EUR,300196640.0,0.07182,0.754,3.3289125,0.2,,52841268.0,0.54,104728952.0,270742912.0,2.769,0.046880003,0.25946,127595120.0,0.08474
MARZOCCHI POMPE,IT0004376858,Euronext Growth Milan,Euronext Growth,Italy,MARP.MI,Specialty Industrial Machinery,Industrials,,0.169,,,,,8000.0,14467390.0,EUR,25907394.0,-0.04756,3.214,0.70317364,-0.27,,5665071.0,0.877,16977950.0,37062092.0,5.739,-0.01846,-0.08064,17889436.0,-0.02826
MASI AGRICOLA,IT0004125677,Euronext Growth Milan,Euronext Growth,Italy,MASI.MI,Beverages - Wineries & Distilleries,Consumer Defensive,,-0.016,,,,88.906525,2310.0,144037184.0,EUR,56205096.0,-0.0182,55.493,0.0807309,-0.03,0.05039,6400747.0,2.721,47312504.0,65947020.0,4.617,0.0064700004,-0.0074199997,17541332.0,0.05625
MÅSØVAL AS,NO0010974983,Euronext Growth Oslo,Euronext Growth,Norway,MAS.OL,Farm Products,Consumer Defensive,,0.553,,,,13.043478,7584.0,2940203008.0,NOK,5346121728.0,-0.02668,14.758,1.6262366,-0.84,1.84,16622000.0,0.136,2395859968.0,2481640960.0,20.364,0.0065200003,-0.03707,984043008.0,0.0089300005
MASTRAD,FR0004155687,Euronext Growth Paris,Euronext Growth,France,ALMAS.PA,Household & Personal Products,Consumer Defensive,,0.582,,,,,284715.0,1026897.0,EUR,1819082.0,-2.01403,0.006,0.96666664,-0.02,,72000.0,0.001,1413000.0,784000.0,0.01,-0.24417,-1.18366,-504000.0,-2.1596
MATERIALISE NV,BE0974501331,Euronext Brussels,Compartment B,Belgium,MTLS.BR,Software - Application,Technology,,1.16,,,59.875,,1691.0,282720192.0,EUR,215107936.0,0.01683,4.257,1.1252055,0.08,,132022000.0,2.235,64278000.0,263148992.0,4.455,0.0070700003,0.017719999,148536000.0,0.03806
